F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14]
0.0,0.6146768,0.0,0.0,0.0,-100.0,0.15966083,0.9022417,0.004179519,0.115277775,0.10517193,0.17980497,0.2041539,0.19821806,0.2940571,0.36501336,0.2728599,0.29720783,0.45414189,0.5672081,0.893812,1.1207007,1.32783,1.3539295,1.5293478,1.3354493,1.932898,2.689901,2.2825837,1.9481927,1.4550573,0.75226545,0.618828,0.5148339,0.4208785,0.34393892,0.00028009288,0.0004242684,135.41667,395.83334,1020.8333,1583.3334,0.025378877,635.7609,4.1797185,766300.25,2.593315,11.049934,-0.0004423263,0.4691439,0.00053491414,36.128242,-25.580168,45.84614,-9.936314,2.3938644,37.510532,-24.222254,4.8727117,3.6463337,1.9775165,12.080197,0.38024044,7.417425,-5.401583
0.0,0.63811296,0.0,0.0,0.0,-100.0,0.17044581,0.94995505,0.0037138446,0.11319444,0.0953908,0.16363017,0.21236928,0.2319933,0.32362795,0.38780752,0.299113,0.3659875,0.5337875,0.6574719,1.0004936,1.2401037,1.4141636,1.5664803,1.5670943,1.4241377,2.283346,2.7585351,2.2173665,2.0073833,1.5246421,0.7156558,0.5614447,0.4629979,0.3777351,0.3060727,0.00041505587,0.00050583016,208.33333,520.8333,1343.75,2479.1667,0.028052306,865.43335,5.0519013,954676.7,1.603675,4.793291,-0.00026692502,0.64618546,0.00042980534,38.198307,-31.561066,42.705143,-19.309729,-3.465627,33.27533,-28.560083,1.5508395,-2.7584648,-1.4565248,13.573924,4.418126,9.134875,-6.7146525
0.0,0.66354936,0.0,0.0,0.0,-100.0,0.17047031,0.9812334,0.0033308417,0.101388894,0.0790168,0.13770743,0.21093118,0.27770686,0.36498293,0.42980507,0.34576473,0.46346,0.65600693,0.7964943,1.0562812,1.3170128,1.4587561,1.857871,1.5731686,1.5119838,2.4612424,2.6511543,2.12898,1.981451,1.5218033,0.6804549,0.5146616,0.4193335,0.34233987,0.27370137,0.00038108206,0.0005207823,322.91666,781.25,1635.4166,2593.75,0.026662394,1038.4423,5.637283,904140.3,1.2279259,3.793808,-0.00018875294,0.8044362,0.00034935822,39.616848,-37.949497,34.470596,-21.521616,-3.6009436,31.24993,-28.799295,2.727143,-8.00867,-5.018334,16.941633,5.2988906,8.711846,-6.713888
0.0,0.69190294,0.0,0.0,0.0,-66.43207,0.1665829,0.9865461,0.0063159154,0.08263889,0.0631965,0.11847705,0.21248199,0.32787526,0.4002773,0.49619055,0.4180614,0.57468885,0.76857525,0.96186906,1.1110524,1.3538481,1.5278112,2.0693119,1.542902,1.4958922,2.3019106,2.352258,1.9825777,1.8665665,1.4523505,0.6873047,0.5229435,0.42212215,0.34584355,0.27381214,0.0008175026,0.00035719597,312.5,572.9167,927.0833,1947.9166,0.03158436,785.63257,5.327975,549216.9,2.2092612,10.571324,-0.00029531456,0.6638078,0.00042671463,38.564526,-28.434988,24.497938,-16.793234,-5.065947,23.09849,-24.286507,2.9816601,-5.518799,-7.410665,13.976234,-0.69323754,0.27631393,-5.1247087
120.192535,0.7170232,0.0,0.0,0.0,-32.44305,0.26831844,1.0197593,0.02471071,0.06493056,0.06320195,0.13889694,0.26013675,0.4435757,0.46911487,0.62978625,0.5650874,0.74206567,0.89450336,1.1408921,1.1964656,1.4106913,1.6767426,2.1718004,1.5973558,1.4632564,1.9875854,2.003619,1.8708097,1.804978,1.43324,0.76690644,0.5932438,0.4814198,0.3950429,0.3133246,0.056858424,0.00081797596,260.41666,500.0,656.25,1093.75,0.18181878,566.18463,4.6114,271031.88,4.0197396,40.073063,-0.016965369,0.51730365,0.027759135,45.611126,-22.81265,28.120916,-17.228937,-3.7253494,21.553068,-22.306305,5.6481805,-12.721343,-8.889747,10.686417,-4.4655743,4.167242,-3.7855814
118.88684,0.7486425,0.0,0.0,0.82718015,3.3777485,0.4357841,1.1663944,0.054371994,0.050694447,0.09897705,0.2478857,0.44594178,0.777793,0.69073564,0.9339767,0.8919514,1.0620787,1.084785,1.330228,1.3192644,1.5159826,1.9304713,2.2107143,1.7471989,1.5087525,1.8786745,1.7998427,1.8712511,1.8740959,1.5619993,1.0468063,0.8196787,0.6775043,0.55522656,0.44443703,0.27613375,0.0014683682,177.08333,291.66666,406.25,572.9167,0.38790798,342.89316,3.9358366,94449.07,4.8392806,62.397755,-0.07389126,0.35425207,0.15145697,50.082584,-5.8662553,26.681852,-17.156832,-10.552341,17.334654,-17.976088,0.3967266,-7.9480395,-11.83741,2.5089755,-2.0243042,3.4747295,-1.9608086
115.9304,0.7481858,0.11441102,0.0,0.5918647,7.721907,0.64545995,1.5153996,0.09162426,0.04513889,0.1968319,0.5031083,0.907767,1.6512908,1.3199533,1.5497652,1.5730877,1.6944777,1.4744042,1.6112337,1.4833828,1.6744095,2.2633555,2.318325,2.0295784,1.7548872,2.1149738,1.9046704,1.9878229,2.0717056,1.8733343,1.5902548,1.2511033,1.0500542,0.8586853,0.69192475,0.8054754,0.0032962866,197.91667,302.08334,354.16666,395.83334,0.599355,304.78635,3.4769433,27126.76,4.5830665,71.425026,-0.19610794,0.3309413,0.39873388,56.8418,0.34888777,26.039999,-19.301102,-17.366322,16.681461,-12.323727,-4.9080863,-12.222402,-11.603965,2.38729,4.4903016,8.783891,-0.009476979
112.44476,0.74702233,0.09159988,0.13635725,0.35607004,11.342526,0.80984634,2.0301106,0.12653677,0.04375,0.35078987,0.8569915,1.5855535,3.0808678,2.4864762,2.4430351,2.5323107,2.6844952,2.202077,2.0460498,1.6608477,1.8717346,2.5857887,2.5607874,2.450546,2.1344779,2.4990835,2.1497965,2.0556705,2.2035005,2.2190921,2.3014631,1.8815718,1.5893449,1.2992454,1.0512801,1.8066331,0.006378984,250.0,322.91666,375.0,406.25,0.66508037,320.0764,3.3689544,20894.572,3.1008263,50.16629,-0.41164693,0.34931353,0.81794167,55.806152,9.755687,13.700564,-13.523414,-24.308168,12.03102,-1.7427788,-13.441976,-11.407247,-11.619494,4.9542465,11.873271,7.6188946,2.500258
108.35232,0.7514594,0.080897816,0.101268195,0.23489863,13.543071,0.9044815,2.5634263,0.14721547,0.04409722,0.48891994,1.131371,2.1691763,4.4700665,3.6352398,3.2496006,3.4045799,3.641903,3.1610076,2.5343227,1.8335012,2.028051,2.7821226,2.808401,2.9021366,2.4904537,2.7118168,2.293648,1.9614768,2.178792,2.5126846,3.267251,2.9041855,2.4528058,2.0057065,1.629866,2.2885132,0.008940332,281.25,333.33334,364.58334,406.25,0.6388784,332.44418,3.2934856,22669.484,3.024643,46.2928,-0.51506084,0.36208668,0.9740422,55.01196,10.6402025,7.5678525,-11.960631,-21.524176,11.368789,4.20057,-18.191145,-21.292807,-11.156693,6.203071,12.990886,10.42967,4.683065
104.85758,0.76152414,0.033651005,0.06209803,0.2364976,14.451785,0.8995238,2.8974152,0.14280279,0.04236111,0.5538738,1.2326826,2.4214878,5.1507115,4.147006,3.5354326,3.7507231,4.264288,4.1891685,2.991896,1.9605589,2.1358657,2.7838802,3.021932,3.3403065,2.7118213,2.6711,2.2343273,1.7893901,2.074971,2.726566,4.017608,3.7552564,3.1686056,2.5922337,2.1111095,2.0719404,0.012411117,260.41666,322.91666,354.16666,406.25,0.6013008,327.08237,3.484169,28246.156,3.087428,40.8131,-0.4836016,0.35423055,0.8220005,53.608917,11.193661,5.2539153,-10.113557,-18.00319,13.324608,8.1071615,-19.557646,-26.964518,-13.534265,6.7037234,12.755132,8.428056,4.4806175
102.41337,0.77304417,0.03125779,0.01951424,0.20306675,14.238865,0.82703996,2.9904747,0.11908724,0.039930556,0.53499866,1.1722546,2.3268669,4.787737,3.7949889,3.2465236,3.4647815,4.2437124,4.715945,3.332774,2.0776875,2.2009933,2.6336744,3.0685651,3.5076475,2.733136,2.4972808,2.0920615,1.672619,2.0170953,2.9685314,4.7024074,4.5102916,3.8021164,3.1113186,2.5363352,1.1977516,0.022654003,208.33333,302.08334,343.75,416.66666,0.49493563,314.5151,3.7779655,38796.402,3.6065114,50.065475,-0.31519446,0.33729014,0.42528167,48.586697,12.848442,3.1139376,-6.8094788,-9.926927,15.578784,6.344909,-24.453253,-26.307495,-9.312295,6.729656,12.072701,5.835366,2.3936896
101.3498,0.77499485,0.040627338,0.010879745,0.18311627,13.729171,0.7392437,2.8732307,0.09411136,0.037499998,0.484401,1.0717846,2.084769,3.875948,3.0923936,2.6540515,2.815366,3.7191288,4.523987,3.5820162,2.2573051,2.266618,2.4262807,2.9360933,3.3694189,2.649951,2.3617098,2.016475,1.6591495,2.0136535,3.17344,4.98066,4.746856,4.0002127,3.2743895,2.667939,0.6592571,0.027048657,166.66667,291.66666,343.75,416.66666,0.35770735,294.4274,3.9645965,41607.19,3.8686473,52.089542,-0.20861185,0.31456152,0.18395041,47.716305,11.588939,4.361273,-2.5370488,-4.0187736,17.791502,-0.49734497,-29.863184,-21.171675,-2.7321613,8.705936,10.837589,2.7178507,0.561509
100.804985,0.7652796,0.032296322,0.0104919635,0.20304714,14.294959,0.69022775,2.6589365,0.07965682,0.03368056,0.4325668,0.95860773,1.8016996,2.9089563,2.5042865,2.111759,2.1378949,2.910117,3.694402,3.6618965,2.5146441,2.365246,2.2963037,2.6874828,2.989879,2.5080853,2.2731209,2.0009549,1.6786984,1.9741057,3.2117956,4.9626145,4.7020416,3.9609394,3.2431262,2.6411264,0.49807903,0.026038656,156.25,281.25,343.75,416.66666,0.20531936,282.0951,3.9740498,40775.434,4.586891,68.92194,-0.16428013,0.30158284,0.12747262,45.797222,10.285806,5.426927,2.296356,0.3792105,14.929446,-8.643963,-32.375404,-14.576434,2.481006,8.099919,9.5330305,2.2953074,0.58980584
100.007225,0.7465789,0.026642447,0.012514435,0.15547119,17.77572,0.62311065,2.4071982,0.06743274,0.029166667,0.38528237,0.8347122,1.5329071,2.2303765,2.094376,1.6977963,1.6011528,2.1076736,2.7292888,3.4316158,2.7985213,2.5354545,2.2975702,2.4547775,2.625028,2.4032018,2.1932027,1.9983846,1.6742873,1.8727446,3.0571623,4.607826,4.3405023,3.654589,2.9927323,2.4359891,0.42005873,0.014302037,145.83333,281.25,333.33334,395.83334,0.1513527,271.96024,3.8457735,34601.715,5.32055,85.031685,-0.13080706,0.29253793,0.110907994,45.546856,7.2186203,9.472001,8.198699,-0.33464074,9.986038,-13.914945,-31.620031,-10.109155,3.366807,6.5463066,7.807059,2.2198029,3.136631
96.184685,0.72632027,0.013183632,0.017423544,0.18112336,19.15279,0.53763384,2.1202075,0.05456699,0.023958333,0.3435336,0.7156437,1.3053783,1.8092613,1.7606483,1.3870915,1.2285358,1.5224565,1.9574391,2.852399,2.850333,2.6253946,2.3245263,2.3115585,2.4244034,2.3045626,2.0750577,1.96774,1.6481694,1.7201443,2.694886,3.925679,3.6779282,3.0953305,2.5348344,2.0624588,0.30115524,0.007166292,135.41667,250.0,312.5,375.0,0.17604041,251.9259,3.7022378,30583.445,6.36455,111.03296,-0.09514573,0.27146766,0.090741225,44.53776,5.592676,15.66552,12.230721,-1.3361893,8.7767515,-15.180812,-28.282831,-8.833266,0.77547854,6.915667,6.525753,1.7203187,6.544478
92.485954,0.7185037,0.012006134,0.012206781,0.23231298,17.535608,0.38736427,1.7918588,0.03901882,0.020833334,0.2985493,0.588993,1.0608093,1.414828,1.3642225,1.0849508,0.920181,1.0904286,1.386085,2.0454242,2.4668884,2.436361,2.1694996,2.0936506,2.2448244,2.1087086,1.8686218,1.8564173,1.5988992,1.5830803,2.311725,3.245334,3.0254543,2.5450885,2.0840476,1.6952591,0.151013,0.002819379,114.583336,187.5,239.58333,322.91666,0.26440862,206.59009,3.3129876,28329.275,10.122086,230.27246,-0.051374286,0.22106326,0.055250436,39.78991,8.513663,21.869997,13.376843,1.1408378,12.279895,-11.562217,-21.361183,-7.807016,-1.0682561,7.845726,5.438072,2.78082,7.5892997
91.45878,0.7176149,0.0064514684,0.0124323005,0.47418532,11.529437,0.24087809,1.3869025,0.02452006,0.02673611,0.2491204,0.46218088,0.7819702,0.98843145,0.92849135,0.7721777,0.6482952,0.7470944,0.94234157,1.2633537,1.7526566,1.9036942,1.7451032,1.6927813,1.8866154,1.7614241,1.5521489,1.6150799,1.4752158,1.3894812,1.844823,2.497028,2.3173327,1.9488474,1.5958563,1.2979255,0.0462499,0.0006199383,93.75,125.0,177.08333,250.0,0.23120333,155.21938,2.89306,22634.041,14.1527815,380.94394,-0.02196797,0.16401038,0.02303275,36.686108,11.535199,28.511251,13.493585,2.39981,17.72651,-7.972515,-14.162545,-2.1612763,-2.2247307,6.526333,4.9232507,4.169889,8.00993
92.51827,0.69429225,0.008694536,0.008691492,0.5573024,-27.359278,0.12903558,0.97736454,0.013931298,0.049652774,0.1968681,0.33770967,0.4997896,0.5742063,0.5443639,0.49614426,0.41615102,0.47697178,0.5920052,0.69088835,1.0370647,1.2636906,1.2077023,1.1927302,1.3718363,1.3081754,1.1775522,1.26504,1.2524732,1.1530031,1.3871497,1.8067929,1.6709315,1.405878,1.1503679,0.93599445,0.0024680889,6.1816005e-05,72.916664,93.75,125.0,177.08333,0.17074162,116.85773,2.4311204,16973.812,18.759558,567.0993,-0.004307356,0.12115421,0.0052169203,35.32572,11.01508,33.731182,15.567851,4.2522717,20.746033,-4.699082,-4.342502,5.6023107,0.9363882,6.786946,2.454655,4.409641,7.603438
0.0,0.6382063,0.0,0.0,0.0,-65.12869,0.08553032,0.635215,0.008881022,0.08958334,0.14929152,0.23621355,0.29159522,0.3017064,0.2993194,0.3146953,0.2650174,0.29519904,0.3440024,0.3574631,0.58426327,0.77927995,0.7585697,0.76618236,0.87879795,0.9053661,0.83678436,0.916234,0.96037227,0.86854535,0.93647265,1.158223,1.0729684,0.90222406,0.7363313,0.6004732,0.00048273793,1.5859563e-05,72.916664,93.75,125.0,145.83333,0.05630627,109.1683,2.2598338,12009.372,19.08963,563.2203,-0.0016881805,0.113039814,0.0019946897,40.059772,5.8147645,38.1095,14.46065,1.0332425,24.922434,-4.894942,1.5678867,13.81,2.7393665,5.896196,-3.2337577,1.571826,8.7502365
0.0,0.573762,0.0,0.0,0.0,-100.0,0.07210947,0.41784552,0.0064172135,0.13645834,0.11383232,0.17230938,0.17287141,0.16551904,0.18193072,0.22460514,0.19655824,0.20512402,0.20707214,0.21193844,0.37961164,0.52734137,0.4988195,0.5328012,0.5968265,0.6459659,0.62309194,0.6794617,0.7027078,0.6218948,0.5961025,0.67267054,0.6283209,0.5280933,0.42791232,0.35060135,9.685466e-05,1.0898192e-05,83.333336,93.75,125.0,145.83333,0.029320566,113.82751,2.2012682,15680.292,17.368425,448.5337,-0.0008833217,0.11746183,0.0010236197,42.858135,-0.38076353,39.93661,12.760498,-1.750362,28.808748,-2.634379,4.3035393,16.6604,6.1707816,7.628671,-5.5993514,-0.9639401,6.3480926
0.0,0.55991215,0.0,0.0,0.0,-100.0,0.13777106,0.3503128,0.0056214635,0.18333334,0.08960261,0.1370254,0.116031535,0.11608883,0.14459352,0.20581841,0.19905724,0.193657,0.17028518,0.19371574,0.3483247,0.5010841,0.45233834,0.517103,0.5667303,0.61137253,0.6261838,0.6529891,0.60650635,0.5133422,0.43962336,0.43807974,0.4147986,0.34702173,0.27793977,0.22881953,0.00013486284,0.0009891433,239.58333,593.75,895.8333,1041.6666,0.03379787,592.97107,3.5391378,347472.7,10.176507,214.74152,-0.0005826901,0.4420823,0.0006576569,37.66123,-14.968173,34.553856,10.957146,-7.10444,29.788658,-0.4161369,4.7105675,22.171022,7.1032844,7.5060287,0.44543776,1.5456171,5.455302
0.0,0.5901019,0.0,0.0,0.0,-100.0,0.2359612,0.45990586,0.007520113,0.22916667,0.07391049,0.11921665,0.09212804,0.11296996,0.15431115,0.24028237,0.26353833,0.2533301,0.22141264,0.28093967,0.46043587,0.6929507,0.6668498,0.81224537,0.8686835,0.9208629,1.0256959,0.9675536,0.7653129,0.6200044,0.5113204,0.48044825,0.44562948,0.37101817,0.2951385,0.24136321,0.00024744598,0.0038435252,875.0,1395.8334,1781.25,1968.75,0.04276214,1292.8309,4.793794,590884.25,3.9510448,72.99035,-0.000639011,0.87570065,0.0010133391,27.072815,-24.297256,31.50517,10.627469,-13.195165,25.075968,2.50391,0.81653047,18.251741,6.658933,6.6142917,6.0221977,3.204198,2.4579203
0.0,0.6543707,0.0,0.0,0.0,-100.0,0.43296126,0.8558571,0.011937196,0.26701388,0.061923217,0.107346095,0.0858863,0.12962542,0.18276894,0.3094361,0.39365292,0.40199068,0.37008676,0.5120353,0.76279926,1.2760426,1.4913164,1.7583437,1.7655903,1.9849447,2.2092705,1.9057188,1.4061947,1.174189,0.9835293,0.8248113,0.7148039,0.5901342,0.47035876,0.37948385,0.00028579842,0.027477019,1416.6666,2177.0833,2593.75,2854.1667,0.11025498,1992.456,5.8382034,697973.2,-0.5458213,3.2986743,-0.002525738,1.3268074,0.0043193917,18.21609,-42.392963,32.869926,7.4873013,-11.067982,22.973825,-0.5666773,8.862981,12.754203,0.8462925,-1.1275482,0.45684052,7.9797997,-0.6446764
0.0,0.6990892,0.0,0.0,0.0,-100.0,0.5394465,1.5968342,0.017331542,0.28611112,0.050035447,0.091997154,0.09133926,0.1518569,0.20486331,0.36686385,0.5487234,0.6149618,0.5847082,0.8850902,1.1960758,2.3431115,3.3589642,3.60785,3.366421,4.118946,4.2164664,3.4654377,2.7877123,2.4612286,1.9913408,1.4502882,1.1913594,0.9718464,0.77774256,0.6224564,0.00022837566,0.04486853,1812.5,2302.0833,2625.0,2781.25,0.13049637,2195.3953,5.5389733,455924.6,-0.27288225,4.1000657,-0.0040089083,1.4562622,0.008267714,9.781373,-49.65758,32.99122,5.24678,-9.95601,17.594381,-5.5528855,11.173748,1.0352907,-7.9520364,-3.7656372,-4.047215,11.90775,0.08023548
0.0,0.69840676,0.0,0.0,0.0,-100.0,0.6102764,2.3668196,0.0201549,0.27604166,0.03796991,0.07470825,0.09662408,0.16184779,0.20542485,0.37923208,0.64423865,0.7676938,0.7565346,1.2452925,1.5848728,3.480039,5.6705604,5.724591,5.064972,6.535148,6.028578,4.8531094,4.4562907,4.2279973,3.1343498,1.9637266,1.5117985,1.2138886,0.96128654,0.7565431,0.000103110004,0.061669365,1739.5834,2208.3333,2510.4167,2687.5,0.1648243,2178.7659,5.2573247,277241.62,0.2704163,3.9561918,-0.005470272,1.474855,0.01324106,8.972146,-66.757545,36.919426,1.9038502,-4.5642796,11.452893,-13.603559,16.703882,-2.581806,-7.912012,-0.8094403,-8.603194,15.251064,-0.817966
0.0,0.650714,0.0,0.0,0.0,-100.0,0.5237201,2.8175344,0.019035907,0.24513888,0.026338607,0.054704923,0.09023827,0.15366967,0.19289874,0.35261908,0.6244814,0.79111093,0.8087582,1.4396299,1.8244854,4.249065,7.434826,7.0984097,6.121422,8.119408,6.7536697,5.3936996,5.6823,5.5643425,3.7923956,2.1394536,1.5731481,1.2452421,0.9743878,0.7551983,4.8590755e-05,0.043708976,1822.9166,2208.3333,2520.8333,2697.9167,0.14264418,2213.338,5.276761,243086.31,0.36563087,4.0825534,-0.0038574853,1.490179,0.01131905,4.3563137,-67.19973,33.000397,2.7888343,-10.615838,5.2150607,-17.699938,10.295125,-1.1825404,-3.38433,7.6637783,-4.6368766,13.892934,2.5269153
0.0,0.6394133,0.0,0.0,0.0,-100.0,0.4562517,2.6959817,0.015362178,0.2013889,0.018752152,0.041944195,0.07953203,0.13997768,0.186936,0.32085168,0.5159573,0.670207,0.7321782,1.3514541,1.7947563,4.135674,7.329599,6.8132825,6.217896,8.009608,6.132173,4.9910464,5.6664405,5.668875,3.549195,1.9130541,1.3426014,1.0504329,0.80826837,0.614833,4.7077297e-05,0.031757813,2000.0,2354.1667,2500.0,2822.9167,0.1285307,2282.1714,5.187448,211700.69,0.032390606,4.386165,-0.0027185308,1.5142316,0.008949503,8.539145,-68.33117,40.943523,1.9177103,-14.126729,5.449327,-21.514044,7.45756,-0.89625525,0.9745019,7.871839,-8.317977,11.717853,1.9030706
0.0,0.6585142,0.0,0.0,0.0,-100.0,0.35357496,2.2505019,0.0111715235,0.15659723,0.01670564,0.040849883,0.07482559,0.13341798,0.19796531,0.31410536,0.41494462,0.53362113,0.6080018,1.1057086,1.646574,3.488963,5.7892594,5.3981605,5.759291,6.837087,5.011449,4.2507024,4.759311,4.664395,2.7985313,1.5542997,1.091715,0.85742587,0.6612105,0.5045293,5.315056e-05,0.014315087,2145.8333,2364.5833,2468.75,2812.5,0.105455674,2302.708,5.0436277,224126.64,-0.82713675,6.8470407,-0.0011701207,1.5164078,0.0039280835,10.894214,-56.387867,42.357716,7.9409165,-19.824827,10.283305,-17.631357,3.0270302,2.522422,5.7391534,8.547263,-12.848784,5.8568287,7.285656
0.0,0.689931,0.0,0.0,0.0,-100.0,0.31316456,1.7423447,0.010198307,0.11249999,0.022954196,0.059524238,0.09486574,0.15354104,0.23829241,0.3302597,0.3862047,0.45467353,0.51954406,0.8501567,1.383391,2.5789673,3.7138274,3.7172434,5.0520577,5.2827225,3.8800068,3.512574,3.6136954,3.4214962,2.0547845,1.2601558,0.9283979,0.74428797,0.587314,0.46002552,0.00036238227,0.009657866,1531.25,1625.0,2354.1667,2645.8333,0.07988898,1849.7372,4.7966976,534222.8,-0.55362725,6.1253247,-0.0011250022,1.2357345,0.0030449398,20.31952,-44.73675,47.360992,7.285712,-19.116638,17.333055,-11.084193,3.0326328,-2.770871,3.7791593,11.985829,-14.664635,2.7035017,10.104196
0.0,0.69688267,0.0,0.0,0.0,-63.491894,0.2929794,1.362821,0.019235918,0.07152777,0.047096837,0.12369317,0.1763413,0.23194389,0.34278134,0.3943592,0.46371102,0.46550632,0.5143128,0.70854497,1.1501641,1.824298,2.1851432,2.5505698,4.214283,3.9254334,2.948342,2.8357089,2.7886064,2.5082285,1.5870012,1.0215462,0.8049109,0.65946853,0.53317946,0.42816797,0.015023666,0.0037208656,822.9167,895.8333,1625.0,1760.4166,0.13707359,1146.5067,4.216463,502127.12,2.0431488,26.249884,-0.006350385,0.806135,0.011591288,32.30635,-27.973938,52.105213,5.275261,-19.66653,20.384989,-8.248168,2.7856638,-8.394445,0.3768495,15.930076,-13.792515,-1.7203274,7.184971
106.28462,0.71528596,0.0,0.0,0.7280773,-27.519407,0.32617176,1.1516633,0.03436089,0.043402776,0.11078483,0.2777907,0.40877318,0.43596396,0.57401377,0.53704745,0.64788103,0.5562111,0.5856793,0.661845,0.9612427,1.2756447,1.3548989,1.9384831,3.2785356,2.83017,2.2399113,2.260358,2.3105419,2.0056574,1.3731232,0.9162893,0.7784378,0.6502621,0.5360529,0.43764958,0.061656058,0.0018123277,125.0,218.75,927.0833,979.1667,0.2116962,472.09628,3.686529,427552.53,6.491234,90.63204,-0.028456278,0.3847526,0.045084257,41.53709,-11.931725,55.687794,3.5273368,-20.024048,17.62856,-10.028839,3.2239132,-13.351899,-7.655764,12.736824,-10.843029,-0.2960893,5.5266175
105.503426,0.7493523,0.12200423,0.0,0.5727588,8.234664,0.35753655,1.0764298,0.05176739,0.029513888,0.23441319,0.5426442,0.88671875,0.89193183,0.97726077,0.7764328,0.9085088,0.6810264,0.68498397,0.6459853,0.83110476,0.9584751,1.0099195,1.6380519,2.4126585,2.0550559,1.7849979,1.8724413,2.0071216,1.7416366,1.3029076,0.83936006,0.73857623,0.62340546,0.5175883,0.42397246,0.12600648,0.0009442859,114.583336,187.5,270.83334,312.5,0.3251908,209.27556,3.1402018,40722.38,8.252549,131.29286,-0.06660991,0.22130096,0.091461144,50.648823,-3.3957033,61.428394,3.0713508,-20.696928,12.0223465,-18.931602,3.3648233,-9.782524,-8.457369,8.043176,-7.887072,4.2604146,4.220387
104.142334,0.77013177,0.08840105,0.10202419,0.31965968,9.586543,0.3964769,1.0968918,0.064189024,0.029166667,0.39243114,0.83644027,1.4869822,1.6035572,1.5007857,1.0621034,1.1692754,0.8023191,0.739587,0.6197221,0.77625626,0.83779603,0.8818497,1.4379951,1.7097691,1.5385251,1.5364751,1.629351,1.7614945,1.5443072,1.3101579,0.8696518,0.7856026,0.66935945,0.5587127,0.45867816,0.23440266,0.0006815945,104.166664,208.33333,281.25,322.91666,0.33367416,204.36261,3.1435423,18181.107,7.6598206,155.02858,-0.102590375,0.2214129,0.14794095,49.581173,7.129642,53.61534,5.228991,-20.715773,7.6451116,-19.335125,-2.8366616,-0.3059621,-6.2230897,1.9659494,-3.0558116,7.0313907,9.378005
103.44547,0.7790549,0.060143277,0.07290841,0.19839646,11.750409,0.45594105,1.1855105,0.0759268,0.030555556,0.52848774,1.0437083,1.9557368,2.384548,2.0352123,1.3178427,1.3699139,0.9300349,0.79959244,0.6255154,0.78872925,0.8964631,0.89556485,1.2579894,1.2650576,1.2463297,1.4640379,1.544763,1.5768899,1.4290973,1.3742447,1.0529623,0.9609769,0.8239344,0.68938255,0.5662584,0.43658647,0.00082728965,104.166664,229.16667,302.08334,343.75,0.34021854,218.45708,3.224027,17274.326,6.256176,145.02856,-0.15179203,0.23800516,0.22028331,48.70178,11.228603,46.696148,3.9040492,-18.068926,7.0146813,-22.54712,-9.529481,3.019308,-6.2984085,-2.03669,4.4565883,13.4740095,9.602805
102.60721,0.7809171,0.017206313,0.05363589,0.13756004,15.907619,0.52187324,1.3270255,0.086224526,0.031944443,0.59306383,1.1061083,2.1465576,2.9855497,2.4883575,1.5275521,1.5265568,1.0973183,0.9357095,0.7332244,0.872514,1.0557356,1.0023394,1.1489812,1.079791,1.079604,1.4861584,1.5676705,1.4799929,1.3654362,1.5044079,1.4583486,1.3467563,1.1554517,0.96641374,0.79306275,0.57222503,0.001273315,114.583336,281.25,312.5,364.58334,0.2603579,237.24768,3.3557537,18909.838,6.105332,147.15532,-0.17943741,0.2589766,0.26515448,44.73527,15.975129,34.589817,5.4289985,-16.24346,4.3402047,-18.88498,-13.951355,2.7669523,-11.405433,-1.2648134,12.121048,8.566564,8.917342
