Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
0.508226,16.09637,-1.0612539,0.04388125,0.030743932,0.13173398,19.253553,-63.23554,44.041687,-9.947452,0.0,0.0,0.0,0.0,0.0,0.0,407.2325,701.48883,-201.0,1503.6724,1035.4857,-201.0,2425.114,1038.3597,-201.0
0.5064418,18.593115,-2.130502,0.046500295,0.038044184,0.13476259,18.256899,-69.57623,44.305542,-4.7825255,0.0,0.0,0.0,0.0,0.0,0.0,380.6332,625.42487,-201.0,1649.3275,1029.7676,-201.0,2456.3528,1864.5614,-201.0
0.5906591,20.253717,-0.7118485,0.029872276,0.04223446,0.1882156,19.085466,-74.233406,45.85297,-0.8484501,0.0,0.0,0.0,0.0,0.0,0.0,346.72964,493.69943,-201.0,1628.7975,1012.8032,-201.0,2398.6907,1773.817,-201.0
0.65561587,16.533438,1.1457739,0.017382337,0.032823797,0.2235278,24.710016,-69.19471,46.360126,3.0491006,0.0,0.0,0.0,0.0,0.0,0.0,425.9109,753.2178,-201.0,1558.9478,1108.1946,-201.0,2370.573,1816.7539,-201.0
0.70340794,7.6022835,6.141295,0.009106773,0.01911716,0.30648354,36.282,-61.089085,52.855564,-4.4399214,0.0,0.0,0.0,0.0,0.0,0.0,629.58374,1043.3146,-201.0,1549.5692,1232.1935,-201.0,2465.3225,1162.5172,-201.0
0.6294386,-2.6370504,11.604073,0.0041057463,0.014773377,0.29670358,41.934906,-41.466568,45.827427,2.5007343,0.0,0.0,0.0,0.0,0.0,0.0,858.21924,1177.9886,-139.62506,1742.7349,1174.0061,-148.88887,2731.2947,1127.0541,-149.03096
0.55846876,-14.818947,23.93525,0.0024346516,0.001079673,0.47114262,47.498047,-18.159847,37.22461,0.3946892,26.69907,0.0,3.9391863,3.1736562,-4.0348253,40.206345,962.83984,1246.665,-76.88837,1993.0864,1218.0692,-96.96713,2976.9678,1136.4386,-97.48041
0.6576612,-19.749897,33.41971,-0.0019973582,-0.011665401,0.75785476,49.07837,-0.0691301,21.170782,0.022921244,26.560759,0.039733037,4.45464,4.4943414,-5.188432,40.632336,929.4492,1195.1647,-13.459527,2209.2395,1349.5391,-45.06207,3003.699,1150.1075,-46.348923
0.83456516,-24.043953,41.742138,0.004162368,-0.037025265,0.97010136,54.21197,12.539432,12.772996,-12.843175,26.313875,0.0431104,4.358188,6.4873385,-7.2814994,38.909214,717.11896,1354.4745,-7.0334167,1920.7612,1402.6508,-36.467445,2723.0095,1227.6974,-45.065186
1.0171924,-24.237772,42.194584,0.010811944,-0.048264667,0.9382979,58.21464,12.900523,9.740682,-19.596945,26.14392,0.0450158,3.0588408,7.280254,-8.506967,38.974922,730.8161,1218.8871,-5.9920163,1975.568,1299.0262,-35.810104,2821.8132,1312.118,-45.47545
1.0715078,-25.680826,42.420456,0.020941848,-0.05692542,0.7029529,58.4915,17.246008,5.8897605,-20.062653,25.96638,0.035515722,1.4653429,7.0568504,-9.1140785,38.455883,530.36786,1355.1896,-1.765658,1521.0714,1073.9474,-25.93502,2617.9375,1123.0992,-45.366467
1.0876532,-25.278559,42.720295,0.026297653,-0.058953207,0.5580477,57.118515,18.055895,3.9586885,-20.354586,25.757292,0.018950071,0.8616969,6.2868676,-9.2733345,40.611965,528.41364,1366.6831,-2.1595137,1518.6456,1079.2699,-24.844622,2612.2185,1104.4128,-48.075657
1.0330812,-23.529495,43.663433,0.022911245,-0.05648419,0.56934744,54.993275,19.70443,3.1349945,-21.214285,25.53756,0.008850572,0.54483443,5.0023513,-9.663424,37.897358,526.7468,1377.2177,-3.3023548,1485.8004,1092.6256,-26.120352,2559.1638,1033.2052,-46.483124
0.8848858,-24.194075,43.71562,0.01750745,-0.051949997,0.69618565,51.497986,21.617105,3.0736961,-21.282051,25.430582,0.0076594534,0.4647253,4.270776,-9.836644,36.88243,704.1917,1206.0223,-70.95755,1814.4254,1031.5465,-87.90049,2890.4846,1035.3263,-97.723595
0.62982154,-26.385561,42.027485,0.009461305,-0.04149674,0.84554094,47.103367,23.513899,5.3944345,-17.126608,0.0,0.0,0.0,0.0,0.0,0.0,873.3716,1107.7145,-138.36475,2180.6516,1083.2855,-149.69664,3191.0908,1253.6959,-148.26718
0.35863706,-28.784197,40.364506,-0.010011122,-0.030399239,0.7294116,45.79054,21.056543,13.041278,-14.027428,0.0,0.0,0.0,0.0,0.0,0.0,868.60187,1057.4744,-201.0,2161.625,1062.4745,-201.0,3120.296,1029.9125,-201.0
0.15888597,-28.208755,38.464443,-0.020840669,-0.01946421,0.45003417,46.00005,15.545293,22.968374,-11.593914,0.0,0.0,0.0,0.0,0.0,0.0,888.2314,1061.0347,-201.0,2159.0156,1063.4984,-201.0,3077.67,977.25586,-201.0
0.070162825,-25.35203,35.390316,-0.028106133,-0.011885467,0.15545249,46.14166,6.426909,31.034851,-8.901826,0.0,0.0,0.0,0.0,0.0,0.0,882.67596,1032.9921,-201.0,2025.6832,1012.76447,-201.0,2915.8718,722.68945,-201.0
0.05486235,-19.69743,29.108938,-2.9481947e-05,-0.006877421,0.039942876,42.16262,-1.3021793,32.052746,-7.3045163,0.0,0.0,0.0,0.0,0.0,0.0,855.1093,1081.5133,-201.0,1994.1781,893.3022,-201.0,2857.1453,785.64014,-201.0
0.053453613,-15.428078,26.059164,0.022268146,0.0013278924,0.017007135,39.827316,-8.179082,29.376411,-5.8392253,0.0,0.0,0.0,0.0,0.0,0.0,880.3504,1133.2887,-201.0,2026.835,910.50995,-201.0,2872.7136,777.4931,-201.0
0.059538584,-11.14626,23.008127,0.043776747,0.003118249,0.012081236,39.89722,-12.145519,19.929758,-13.938133,0.0,0.0,0.0,0.0,0.0,0.0,740.10065,1327.8423,-201.0,1820.3727,1043.6696,-201.0,2764.9453,1050.1769,-201.0
0.10204104,-6.328842,22.167559,0.04269973,0.0075216144,0.024926132,36.883556,-16.325308,5.0403266,-19.081415,0.0,0.0,0.0,0.0,0.0,0.0,863.1568,1338.9569,-201.0,1968.4805,1105.8057,-201.0,2933.0166,1065.0848,-201.0
0.30361402,-1.9356631,20.469297,0.03999467,0.0027305123,0.20402296,42.0491,-29.57821,1.6844717,-36.425167,0.0,0.0,0.0,0.0,0.0,0.0,625.96265,1482.3403,-201.0,1647.3246,1224.7736,-201.0,2700.4194,1390.1553,-201.0
0.4658254,-0.23602875,19.824785,0.04145195,-0.0019074692,0.33460987,43.749096,-32.68573,2.0378225,-39.092373,0.0,0.0,0.0,0.0,0.0,0.0,603.72125,1384.587,-201.0,1631.7393,1077.5428,-201.0,2698.7957,1080.5134,-201.0
0.5287867,-2.7234344,22.607584,0.038601335,-0.0075079515,0.40740585,48.850544,-28.899908,8.753033,-37.052814,0.0,0.0,0.0,0.0,0.0,0.0,585.98627,1380.4912,-138.83572,1705.1852,1135.3883,-147.04767,2615.068,1286.1852,-147.04767
0.52761835,-8.941414,26.486582,0.03190587,-0.021332994,0.50031304,45.856766,-9.358388,7.839068,-22.03245,26.290775,0.0,0.0,2.2741537,-10.060972,31.21437,785.7133,1208.6029,-75.72194,2026.2379,1089.0052,-93.30371,2819.9375,1133.5966,-93.26942
0.6872423,-14.505989,32.294605,0.02555505,-0.029198572,0.8632998,46.96932,-0.48460078,10.176908,-15.780647,26.173944,0.0,0.0,3.8230593,-9.7817335,31.089514,784.29913,1206.1803,-8.02465,2018.5839,1096.9359,-29.492147,2809.6611,1121.2201,-38.92648
0.97398645,-17.280746,36.21745,0.024046296,-0.040590134,1.1298448,51.042957,2.3500454,12.519002,-17.12309,25.960861,0.0,0.0,6.2220078,-9.292985,32.299458,748.69147,1223.3248,-5.434664,1903.2589,1060.5779,-28.731735,2989.4602,1001.271,-39.635494
1.1925565,-15.432355,37.786922,0.025329297,-0.042812955,1.0677892,52.363388,2.8630478,8.123207,-18.000809,25.83845,0.0,2.629362,7.735741,-8.100605,35.429485,799.4412,1216.8063,-3.1871407,1968.732,990.97687,-27.077171,3215.55,984.041,-41.848495
1.3056616,-12.44081,38.156437,0.027016297,-0.04711668,0.75040865,53.72199,3.613025,2.4458787,-17.22112,25.766678,0.035010133,2.091596,8.189957,-7.7192802,34.094448,772.5705,1320.1934,-6.1596293,1962.8912,993.341,-25.234543,3294.3613,1085.0048,-40.411526
1.3483248,-10.555715,37.05791,0.030481398,-0.045289528,0.5033499,53.90518,5.3034616,-4.4105263,-13.25581,25.727463,0.024413504,1.0791024,8.163723,-7.97111,31.162348,543.8678,1449.7207,-3.6091661,1567.3949,1003.3965,-14.243061,2903.8633,1064.293,-37.944126
1.3602759,-9.156517,35.440746,0.038765367,-0.04081449,0.42017367,54.87454,4.381722,-8.877778,-9.996886,25.691505,0.009765941,0.7113957,7.5635624,-8.31734,26.76094,308.37894,1588.4194,-1.8942419,1159.2732,1018.855,-4.218634,2448.5696,996.2619,-34.27943
1.3179997,-8.2802515,33.47047,0.041676134,-0.03547735,0.38920656,54.92751,3.9083126,-11.401103,-8.210527,25.614725,0.0039341548,0.41297626,6.396006,-8.329417,29.907148,566.2006,1406.5814,-1.8199934,1579.5664,1039.5258,-15.501052,2831.6755,1012.428,-38.21939
1.2318702,-7.7629027,32.76388,0.040254805,-0.03442867,0.42318025,53.75749,4.8398495,-11.493306,-8.338129,25.460304,0.003181367,0.4982414,4.813832,-7.186184,32.599903,585.88055,1360.9725,-3.2272704,1593.357,1044.0936,-17.768028,2779.1536,986.29706,-41.176193
1.0576652,-8.70761,34.27258,0.035216358,-0.032672103,0.5277292,51.503815,7.562509,-8.494897,-9.211277,25.278893,0.0018108796,0.8018723,3.0450354,-4.307333,34.62595,825.4253,1200.965,-6.734119,2032.5831,1008.11914,-29.683243,3217.6653,976.1159,-42.61159
0.82788426,-11.7495165,36.21464,0.026054882,-0.031670857,0.6380939,47.57059,11.127736,-5.4577656,-10.661805,25.171028,0.00269546,1.1424056,2.1771305,-2.4032435,33.802277,728.2451,1600.5795,-71.533165,1648.2241,1104.6256,-84.05502,2803.283,903.5718,-94.45154
0.54763895,-12.1406555,37.10378,0.005905632,-0.029114515,0.6781953,45.31348,12.005326,-1.4229332,-13.310402,0.0,0.0,0.0,0.0,0.0,0.0,931.055,1455.4863,-137.43062,2075.6638,1221.7058,-147.49226,3088.7463,998.36786,-147.20544
0.3013816,-13.032876,36.97082,-0.008833688,-0.019427607,0.5163066,42.909344,9.289355,-2.6768343,-11.640672,0.0,0.0,0.0,0.0,0.0,0.0,878.95355,1447.484,-201.0,1878.3556,1292.9097,-201.0,2873.3867,910.4268,-201.0
0.13598321,-11.628929,33.47987,-0.012212065,-0.01171174,0.26902786,42.960926,4.402563,2.4039888,-9.181564,0.0,0.0,0.0,0.0,0.0,0.0,713.7114,1270.5292,-201.0,1812.4877,1211.0762,-201.0,2817.223,859.8848,-201.0
0.07168066,-13.773254,30.787842,0.006315201,-0.0062245396,0.087608196,40.419918,2.415507,1.6250702,-8.157464,0.0,0.0,0.0,0.0,0.0,0.0,682.98114,1276.6232,-201.0,1682.6055,1103.2389,-201.0,2800.8096,726.3415,-201.0
0.10251986,-14.056539,26.535097,0.02688332,-0.014314433,0.037906993,37.49886,2.3638375,0.8246638,-13.548226,0.0,0.0,0.0,0.0,0.0,0.0,706.1182,1333.6066,-201.0,1857.3234,1080.0846,-201.0,2835.0657,968.53864,-201.0
0.28435746,-14.641651,28.117502,0.051491935,-0.028116157,0.21474926,40.351856,-1.5919703,-5.405477,-26.760431,0.0,0.0,0.0,0.0,0.0,0.0,956.78076,1264.5278,-201.0,2049.498,1382.4454,-201.0,3017.8748,1025.4867,-201.0
0.5211511,-14.264961,29.438578,0.05660042,-0.04128858,0.42044362,42.73141,-8.42878,-11.334606,-37.94328,0.0,0.0,0.0,0.0,0.0,0.0,1005.0402,1307.7134,-201.0,2164.9543,1495.9713,-201.0,3181.362,1332.9521,-201.0
0.6572188,-12.955613,31.734283,0.05626376,-0.04240012,0.636734,47.12549,-15.483325,-10.819106,-41.088627,0.0,0.0,0.0,0.0,0.0,0.0,999.5061,1281.9366,-201.0,2041.9913,1518.3698,-201.0,3202.1897,1213.7655,-201.0
0.66485506,-10.464675,30.110632,0.03672323,-0.03387983,0.56240106,47.03801,-23.724817,-4.283282,-36.728657,0.0,0.0,0.0,0.0,0.0,0.0,790.30273,1296.3214,-201.0,1854.0924,1268.8057,-201.0,2988.1902,1185.661,-201.0
0.5813758,-7.6162477,26.002146,0.031670373,-0.022731127,0.48162964,44.809612,-26.254593,4.905925,-29.390823,0.0,0.0,0.0,0.0,0.0,0.0,518.5654,1676.0621,-201.0,1368.7535,1294.6769,-201.0,2525.3992,955.941,-201.0
0.6355114,-5.36461,21.872421,0.022825303,-0.015323672,0.36251172,44.467503,-31.174555,14.77698,-27.66813,0.0,0.0,0.0,0.0,0.0,0.0,489.65067,1681.3804,-201.0,1387.7223,1212.4053,-201.0,2542.3914,931.2601,-201.0
0.6305528,-4.9012794,19.847506,0.02001791,-0.0070438334,0.331008,43.7659,-28.846786,19.526775,-23.124426,0.0,0.0,0.0,0.0,0.0,0.0,651.52454,1471.2013,-201.0,1722.4965,1055.6552,-201.0,2835.841,915.3901,-201.0
0.581947,-8.588655,21.222862,0.009010515,-0.0063976697,0.32029372,44.637543,-21.44721,20.42404,-17.021873,0.0,0.0,0.0,0.0,0.0,0.0,862.064,1053.431,-201.0,2084.9255,864.7308,-201.0,3149.0486,847.75775,-201.0
0.46760345,-12.434952,26.005974,-0.013037618,-0.0072222147,0.32462525,47.492493,-14.112582,23.493021,-12.241543,0.0,0.0,0.0,0.0,0.0,0.0,875.70123,967.7518,-201.0,2119.4941,844.0901,-201.0,3110.5134,816.8493,-201.0
0.34787107,-17.067411,30.424484,-0.022574216,-0.013407692,0.35003814,44.845963,0.0029306412,17.883501,-9.427742,0.0,0.0,0.0,0.0,0.0,0.0,888.6585,1000.6656,-201.0,2194.5432,1018.0002,-201.0,3068.0227,969.7395,-201.0
0.2843672,-18.116798,33.063675,-0.024078002,-0.016188852,0.30650917,45.92305,1.049158,20.7328,-10.402183,0.0,0.0,0.0,0.0,0.0,0.0,885.05194,1010.97345,-201.0,2187.9731,1019.1113,-201.0,3028.6482,939.56683,-201.0
0.22863154,-22.00989,33.90746,-0.017999616,-0.024047086,0.26715302,45.251526,6.5966287,21.624422,-11.154096,0.0,0.0,0.0,0.0,0.0,0.0,864.9844,1058.3041,-201.0,2166.9077,944.13934,-201.0,3037.7656,822.7923,-201.0
0.19711566,-26.008535,36.20257,-0.012661096,-0.025527177,0.20873481,44.97238,10.585507,27.546942,-8.871799,0.0,0.0,0.0,0.0,0.0,0.0,914.2753,1317.1642,-145.7913,2175.4712,933.5752,-147.68057,3251.133,1022.92334,-149.00432
0.22716475,-31.234045,38.56988,0.00021246076,-0.026998458,0.2793444,47.7801,17.339325,34.5282,-9.5966425,28.677246,0.0,0.0,5.6674166,12.597476,45.01169,950.55304,1429.1371,-89.91849,2217.5789,962.5539,-93.61558,3414.0554,1129.0431,-98.01235
0.27381614,-32.431347,39.556816,0.014726604,-0.024282003,0.27775106,44.65161,23.54436,33.426025,-3.9901283,28.603273,0.0,0.0,6.953424,12.913479,41.43032,808.53375,1550.3702,-29.204042,1898.6421,1283.7296,-38.14085,3137.29,1121.035,-44.205273
0.34644338,-32.18875,37.989742,0.021245616,-0.025476227,0.32250214,48.784428,19.851671,35.05937,-1.1039371,28.48791,0.0,1.9225194,8.667602,13.279611,37.562622,610.0686,1453.8701,-24.343676,1490.1847,1756.6244,-35.980305,2680.6785,725.5405,-42.687138
0.37370065,-30.203781,37.844135,0.022195175,-0.024257896,0.2489605,45.38193,20.658216,28.30071,5.6400986,28.425669,0.019992419,1.305137,9.530202,13.638316,34.56344,637.5124,1499.9727,-23.346933,1421.3036,1862.6562,-39.264088,2571.807,719.68866,-41.513203
0.36877474,-30.083353,37.77295,0.014806093,-0.025293937,0.2647816,49.607586,17.100313,28.037542,7.4082503,28.440079,0.020644968,1.5212501,9.372325,13.844761,38.45689,885.2741,1629.066,-28.910765,1812.793,1668.9424,-41.168186,3051.1191,916.3101,-46.178448
0.36766207,-30.150635,38.61722,0.004748259,-0.02542667,0.20596303,47.20547,19.252502,25.24028,7.6229644,28.48771,0.018827109,0.8922116,8.510086,14.001789,38.17452,806.6805,1803.5992,-32.96975,1800.9515,1260.4204,-39.80572,3123.655,981.00464,-45.211895
0.37286535,-30.597174,38.43822,-0.010461452,-0.02620417,0.16441862,48.88859,18.008512,26.448296,7.2853,28.585085,0.014215724,0.9648316,6.706764,13.7798,37.814587,567.98047,1899.6168,0.0,1497.4655,1295.9476,-33.522297,2861.819,830.03864,-42.083652
0.37115946,-30.693628,38.17606,-0.006183857,-0.024162212,0.106574714,46.220825,20.130919,24.95743,7.4938188,28.628351,0.010348551,0.9025578,5.5342417,13.58729,33.747906,500.81284,1706.4409,-100.456985,1437.1461,1233.8463,-87.092926,2768.9824,896.7181,-91.22549
0.34594408,-28.972956,34.692932,-0.0027567353,-0.021064507,0.2772408,43.750397,19.705513,25.306028,6.200794,0.0,0.0,0.0,0.0,0.0,0.0,548.25433,1512.7784,-133.97133,1493.5138,1241.9154,-143.93536,2725.3252,823.925,-145.70586
0.3286018,-27.824097,35.62325,0.0034943167,-0.021014288,0.31426734,45.71896,17.437899,26.717047,-0.7000634,0.0,0.0,0.0,0.0,0.0,0.0,757.1784,1382.2843,-201.0,1994.4844,1086.5748,-201.0,3064.6992,1321.6577,-201.0
0.29362193,-26.6289,36.139038,0.014009583,-0.016398357,0.3655014,41.62278,18.421824,24.400587,-2.1815262,0.0,0.0,0.0,0.0,0.0,0.0,791.903,1445.7262,-201.0,1980.9512,1247.9512,-201.0,2935.572,1294.5079,-201.0
0.3013287,-29.236624,40.99647,0.00516369,-0.017462604,0.40839314,47.491955,14.2764015,32.229404,-5.307553,0.0,0.0,0.0,0.0,0.0,0.0,1113.0059,1483.8081,-201.0,2431.862,1057.0013,-201.0,3517.078,1480.5968,-201.0
0.26150522,-29.77246,41.354843,-0.012172642,-0.008555647,0.55951774,39.88161,18.368725,31.115011,4.6737022,0.0,0.0,0.0,0.0,0.0,0.0,926.89435,1585.9095,-201.0,2138.7412,1181.044,-201.0,3315.8113,1089.324,-201.0
0.22822581,-30.91681,41.12856,-0.040274583,-0.007524701,0.5244338,44.374783,14.604202,38.73491,5.104364,0.0,0.0,0.0,0.0,0.0,0.0,739.02734,1668.4414,-201.0,1916.4121,1179.9987,-201.0,3117.6025,944.7464,-201.0
0.17652969,-27.239382,37.200687,-0.03692067,-0.0039654337,0.32572296,38.060146,15.573082,30.157389,6.581375,0.0,0.0,0.0,0.0,0.0,0.0,583.90314,1644.0103,-201.0,1727.9087,1341.9391,-201.0,2770.528,1187.9159,-201.0
0.20108517,-25.141203,32.982933,-0.01104032,-0.022194423,0.1664948,40.891693,10.545159,22.77279,-7.420344,0.0,0.0,0.0,0.0,0.0,0.0,749.7009,1489.8942,-201.0,1891.6494,1319.3323,-201.0,2718.748,1740.735,-201.0
0.35125852,-24.430428,31.635275,0.029828139,-0.041737106,0.35131642,41.685566,5.6066756,11.999003,-25.318207,0.0,0.0,0.0,0.0,0.0,0.0,861.4384,1339.8104,-201.0,1959.7783,1311.4331,-201.0,2761.1702,1702.68,-201.0
0.48560795,-25.171713,30.935282,0.05192275,-0.056960832,0.39215228,44.725376,2.6153233,8.804475,-36.628826,0.0,0.0,0.0,0.0,0.0,0.0,842.312,1177.1515,-201.0,1955.856,1119.0719,-201.0,2744.9082,1318.436,-201.0
0.50779253,-23.487589,30.281778,0.042430636,-0.048032314,0.5373139,43.99652,-0.11950823,13.143353,-31.30052,0.0,0.0,0.0,0.0,0.0,0.0,845.21954,1117.54,-201.0,1943.0933,1004.47284,-201.0,2867.3225,765.2098,-201.0
0.51480925,-20.65873,29.06986,0.038978677,-0.035897095,0.53728265,46.90776,-5.5252895,19.583023,-21.586359,0.0,0.0,0.0,0.0,0.0,0.0,625.22955,1360.9833,-201.0,1736.7772,997.9902,-201.0,2740.1633,794.9771,-201.0
0.5008642,-19.741297,30.51431,0.032478508,-0.029701069,0.6052146,48.22908,-4.5734377,18.547316,-11.183823,0.0,0.0,0.0,0.0,0.0,0.0,677.9588,1418.3705,-201.0,1831.1289,1060.271,-201.0,2884.424,1102.3705,-201.0
0.58201456,-22.064697,33.38974,0.038989004,-0.032218523,0.6167161,53.868206,-3.4653282,19.937033,-10.279603,0.0,0.0,0.0,0.0,0.0,0.0,704.7863,1456.8151,-140.02588,1841.6918,1089.3777,-148.8538,2885.3867,1007.54034,-148.96236
0.5530705,-24.547195,36.183838,0.0158608,-0.038419206,0.5141738,51.798004,6.530462,19.537355,-7.129271,30.357853,0.0,0.0,3.7853937,4.512119,35.297195,920.8421,1189.0934,-76.98617,2169.2996,959.9282,-96.94776,3130.4285,1016.24445,-96.24197
0.61663216,-26.291878,38.773445,0.013640568,-0.038720872,0.6516285,49.794098,11.347602,22.866508,-5.5791545,30.11138,0.0,6.0206,2.6594448,4.4016795,33.91371,944.37787,1397.3877,-13.189963,2098.4329,1277.8358,-44.816883,2962.5059,950.7244,-41.884785
0.79181194,-26.416273,40.31416,0.010240853,-0.045904893,0.79824466,49.432373,13.007266,20.57464,-10.451894,29.491716,0.0,4.1987405,1.6267262,2.9632838,31.158396,942.9744,1390.8785,-8.579381,2249.0237,1204.6328,-42.096977,2872.4404,1944.3278,-39.05634
1.1096052,-22.777117,38.628788,0.012394401,-0.04880305,1.1990252,48.401836,12.040999,12.052406,-17.959343,28.86202,0.042832002,2.8627977,1.5052432,-0.048847836,28.555649,790.9717,1559.9272,-7.0779114,1943.7906,1282.0529,-28.195396,2856.3494,1882.5282,-37.639683
1.3816174,-16.287064,35.337025,0.008962259,-0.054695647,1.4401464,51.728333,6.6434364,5.0003915,-31.154078,28.2098,0.031200284,1.5268551,1.553597,-4.2791424,27.345057,576.25073,1368.1759,-5.508657,1647.7443,918.26953,-17.72986,2789.415,1592.7135,-38.63975
1.5232924,-9.5191345,32.518703,0.013627544,-0.051698,1.4812678,50.695026,3.8259594,-2.2104883,-35.208355,27.60572,0.00793685,2.0127723,1.616635,-6.1746354,27.54808,575.7449,1371.2871,-6.3961453,1622.123,1057.7618,-17.478268,3147.1814,1064.0226,-39.286816
1.4624745,-7.942065,31.557428,0.024161337,-0.045693267,1.4153866,53.22203,0.55929804,-1.0823689,-35.245815,26.899485,0.00793685,2.0127723,1.3675585,-6.106289,26.23232,573.3931,1412.5946,-5.7397666,1642.4335,1062.3135,-19.413353,3110.3782,1048.0266,-37.24633
1.3463354,-7.8048196,31.70469,0.025266431,-0.039091736,1.2249175,54.0088,-1.1482937,1.4821652,-31.040253,26.27436,0.00793685,2.0127723,1.6025081,-4.017386,23.750704,499.59262,1616.433,-6.1578455,1606.1901,1119.0045,-18.307142,3070.027,1071.1232,-33.36115
1.177188,-9.544,32.1817,0.025106197,-0.034532513,1.0755135,56.43912,-2.6391351,6.383142,-27.625135,25.413538,0.00793685,2.0127723,2.047445,-3.5147324,24.146393,306.6279,1668.0856,0.0,1147.4686,1038.4401,-11.506054,2649.6104,614.2766,-32.815372
0.95242804,-11.407182,31.016497,0.015432924,-0.033223446,0.91334397,55.125034,-1.6266459,8.774768,-21.162695,24.652298,0.00793685,2.0127723,3.5107374,-3.9393475,28.438307,507.0967,1425.4742,-11.772719,1562.768,807.84625,-18.33677,2960.4426,785.59686,-35.954926
0.6941211,-15.200871,29.400515,0.009527755,-0.029819181,0.73966104,52.134624,2.2183242,12.264557,-15.961196,23.973127,0.084813595,3.0450478,5.389302,-5.3654227,31.990715,542.0496,1319.0391,-7.86335,1565.1285,788.8164,-23.34764,2899.2605,745.1336,-38.6284
0.46200737,-19.881117,27.646704,0.0021904132,-0.02554671,0.52653676,49.91757,6.711066,18.2397,-9.185042,23.71387,0.10320715,3.316365,6.4047008,-6.342428,31.814575,538.0289,1299.9213,-7.11428,1567.0708,809.15985,-28.548021,2844.7175,689.89484,-38.680195
0.34247923,-23.060556,28.617697,0.0023712192,-0.019979065,0.24925016,46.297184,12.705383,24.764091,-4.5043635,23.47722,0.10228474,3.0320187,6.448853,-7.0601654,30.235891,339.04257,1378.2516,-0.90329725,1214.6552,1046.7607,-31.310934,2436.5454,453.5635,-38.199352
0.29050055,-26.968061,31.144836,0.0057870117,-0.014085694,0.1083205,44.829174,17.424395,29.52669,2.1575384,23.271858,0.027539263,1.8010229,6.282501,-7.7784896,28.975046,377.11783,1348.3619,-5.887848,1237.9963,1171.9031,-32.836063,2432.5947,520.42084,-38.5852
0.2490653,-29.163042,32.997738,0.00015686701,-0.010702656,0.116360426,41.44687,22.111876,31.091757,6.7557125,23.214617,0.009443521,0.8623572,6.0137825,-8.803226,27.694046,384.51852,1336.3114,-6.8148704,1299.3505,1292.9196,-33.99637,2415.2178,530.40454,-39.255962
0.22572434,-30.479929,35.947186,-0.007911365,-0.008751412,0.0984568,40.795475,23.836317,29.805689,8.559891,23.40933,0.012546348,1.2555891,5.622541,-10.131702,24.872437,397.9542,1364.4233,-9.772987,1294.7045,1424.6158,-31.96644,2364.5256,625.26807,-38.0835
0.21518832,-30.755934,37.934563,-0.017048942,-0.013162111,0.09100645,41.109158,24.176414,28.432014,5.3040724,23.644043,0.011423781,0.80877423,5.325372,-10.355466,23.774221,392.73727,1299.0404,-5.4792905,1369.9722,1365.6539,-31.164087,2402.279,584.5415,-36.97153
0.24146801,-28.197271,36.331085,-0.011188984,-0.014992156,0.091239266,41.085224,20.383427,28.044485,-3.2859488,23.808104,0.013988269,1.0094743,5.4479346,-9.496169,23.801199,402.7045,1369.765,-5.896359,1353.6713,1290.0566,-26.693619,2452.4512,620.09424,-35.736477
0.30738202,-24.155813,31.383759,-0.00019823325,-0.018137923,0.13558897,43.964825,10.794293,31.187056,-13.594421,23.786469,0.018225135,0.6783144,5.683764,-7.84556,25.065504,378.47574,1419.8219,-3.360508,1273.559,1171.7162,-22.522057,2474.1345,528.825,-35.45177
0.4228905,-20.167046,27.541368,0.012642472,-0.018669486,0.22527729,47.25713,0.7904191,30.795557,-20.651648,23.70182,0.02271113,1.6733624,5.73949,-6.507994,27.094965,380.44446,1442.8055,-3.995025,1223.9009,1135.7008,-20.86474,2428.5444,608.24097,-36.778187
0.5315528,-18.93651,28.597084,0.01794247,-0.020297615,0.23301046,52.966385,-5.6800904,26.685577,-20.324564,23.54892,0.017966233,2.5706737,5.214494,-5.443456,29.373785,306.6539,1631.3398,-5.3889465,1254.0192,1273.1094,-21.517279,2410.7607,907.722,-38.726097
0.6073168,-18.636175,32.60951,0.017840989,-0.01961526,0.20752017,55.766506,-6.3304496,17.966715,-15.624539,23.249449,0.011558025,3.099425,4.0922046,-4.5708137,30.354052,326.40726,1730.8112,-7.733715,1274.0796,1414.0977,-23.40193,2258.2344,1209.9542,-39.161694
0.610306,-18.136797,35.356678,0.0199047,-0.01649331,0.16671169,56.687378,-5.895176,11.444881,-7.7448277,22.765228,0.006626046,2.2002628,3.9771473,-4.5702796,29.217287,339.29092,1686.4264,-10.366891,1317.6835,1378.7296,-25.001642,2358.899,1232.1633,-37.86587
